,song_popularity,explicit,track_number,num_artists,num_available_markets,release_date,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,artist_1,artist_2,followers_artist1,popularity_artist1,genres_artist1,followers_artist2,popularity_artist2,genres_artist2
3993,5,False,6,2,0,2018-08-31,231846,11,1,4,0.00632,0.736,0.756,0.00577,0.106,-7.099,0.047,0.712,117.016,Troye Sivan,Ariana Grande,4446560,81,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",44813638,92,"['dance pop', 'pop', 'post-teen pop']"
3994,50,True,8,3,79,2019-03-13,312384,1,0,4,0.133,0.767,0.685,0.0,0.125,-6.698,0.347,0.448,160.089,Djonga,Doug Now,658206,74,"['afrofuturismo brasileiro', 'brazilian hip hop']",129,37,[]
3995,62,True,5,2,79,2019-03-13,229077,0,1,4,0.426,0.709,0.459,0.0,0.082,-8.145,0.436,0.505,95.792,Djonga,Mc Kaio,658206,74,"['afrofuturismo brasileiro', 'brazilian hip hop']",11122,53,"['funk bh', 'funk ostentacao']"
3996,56,True,4,2,79,2019-03-13,387370,0,1,4,0.0247,0.718,0.542,0.0,0.173,-6.872,0.361,0.415,153.982,Djonga,Filipe Ret,658206,74,"['afrofuturismo brasileiro', 'brazilian hip hop']",1173239,72,"['brazilian edm', 'brazilian hip hop', 'funk carioca']"
3997,60,True,1,3,79,2019-10-25,168000,1,1,1,0.431,0.823,0.659,0.0,0.0868,-3.619,0.179,0.452,74.999,Kodak Black,DB Omerta,5779040,83,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",847,47,[]
3998,0,False,1,2,0,2016-09-30,209462,0,0,4,0.246,0.527,0.707,3.81e-06,0.115,-3.888,0.0445,0.426,119.887,PON CHO,Paige IV,1206,27,['australian dance'],571,42,[]
3999,9,False,1,3,0,2017-09-29,192731,8,1,4,0.0308,0.518,0.724,0.0,0.116,-6.327,0.0839,0.334,121.884,Tiësto,Stargate,4969305,83,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",11600,56,['norwegian pop']
4000,44,False,1,3,8,2017-10-30,192731,8,1,4,0.0308,0.518,0.724,0.0,0.116,-6.327,0.0839,0.334,121.884,Tiësto,Stargate,4969305,83,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",11600,56,['norwegian pop']
4001,55,False,1,3,79,2018-06-22,191000,1,0,4,0.00349,0.625,0.864,2.2e-05,0.131,-3.942,0.041,0.115,123.022,Kungs,Stargate,654964,68,"['deep tropical house', 'edm', 'new french touch', 'tropical house']",11600,56,['norwegian pop']
4002,7,False,1,2,0,2017-01-13,183710,7,1,4,0.00981,0.629,0.764,0.0,0.221,-4.023,0.036,0.577,123.972,Tiësto,Bright Sparks,4969305,83,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",2040,57,[]
4003,79,True,1,4,79,2018-05-18,215759,3,0,4,0.374,0.747,0.834,0.0,0.0586,-2.867,0.045,0.687,128.005,Tiësto,Dzeko,4969305,83,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",39960,71,"['big room', 'canadian electronic', 'deep big room', 'electro house', 'pop edm']"
4004,68,False,1,3,79,2019-07-24,114133,1,1,4,0.0706,0.89,0.513,0.0,0.102,-5.996,0.154,0.61,136.02,Lil Nas X,RM,3002087,82,"['country rap', 'lgbtq+ hip hop', 'pop rap']",2197780,68,"['k-hop', 'k-pop']"
4005,30,False,1,2,0,2019-04-05,157066,6,1,4,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,Lil Nas X,Billy Ray Cyrus,3002087,82,"['country rap', 'lgbtq+ hip hop', 'pop rap']",157601,75,"['country', 'country road']"
4006,66,False,1,4,79,2019-07-12,171293,6,1,4,0.0576,0.891,0.503,0.0,0.0763,-5.777,0.226,0.674,136.009,Lil Nas X,Billy Ray Cyrus,3002087,82,"['country rap', 'lgbtq+ hip hop', 'pop rap']",157601,75,"['country', 'country road']"
4007,87,False,1,2,79,2019-06-21,157066,6,1,4,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,Lil Nas X,Billy Ray Cyrus,3002087,82,"['country rap', 'lgbtq+ hip hop', 'pop rap']",157601,75,"['country', 'country road']"
4008,58,False,3,2,79,2019-06-21,162720,0,1,4,0.019,0.556,0.534,0.00063,0.0859,-7.75,0.0332,0.408,170.054,Lil Nas X,Travis Barker,3002087,82,"['country rap', 'lgbtq+ hip hop', 'pop rap']",225080,74,['rap rock']
4009,63,False,10,2,79,2018-03-16,101516,4,1,4,0.536,0.671,0.628,0.151,0.12,-5.117,0.0273,0.595,135.005,XXXTENTACION,Travis Barker,19142628,92,"['emo rap', 'miami hip hop']",225080,74,['rap rock']
4010,12,False,1,2,0,2017-08-18,188797,4,0,4,0.154,0.527,0.907,0.0,0.0993,-3.09,0.11,0.664,93.813,CNCO,Little Mix,6463386,77,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",7320727,83,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
4011,60,False,3,2,79,2017-11-24,188786,4,0,4,0.158,0.623,0.909,0.0,0.0972,-3.079,0.0758,0.651,93.984,CNCO,Little Mix,6463386,77,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",7320727,83,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
4012,68,False,1,2,77,2018-06-22,189401,4,0,4,0.0829,0.607,0.74,0.0,0.105,-4.793,0.172,0.219,108.05,Cheat Codes,Little Mix,1562496,80,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",7320727,83,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
4013,11,False,1,2,0,2017-04-07,205520,5,1,4,0.0309,0.792,0.819,0.0,0.389,-5.418,0.0867,0.433,89.98,CNCO,Yandel,6463386,77,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",4195159,78,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
4014,9,False,1,5,0,2017-07-31,217080,6,1,4,0.248,0.791,0.866,5.29e-06,0.0696,-4.236,0.0497,0.71,96.011,Nacho,Yandel,2475101,74,"['latin', 'latin pop', 'reggaeton', 'tropical']",4195159,78,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
4015,67,False,1,3,79,2018-11-09,189363,5,1,4,0.0918,0.564,0.89,0.0,0.0819,-4.286,0.107,0.636,180.112,CNCO,Meghan Trainor,6463386,77,"['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical']",8922220,80,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
4016,47,False,2,2,79,2016-10-28,173560,1,1,4,0.738,0.583,0.572,0.0,0.266,-4.776,0.0366,0.684,113.998,Brett Eldredge,Meghan Trainor,1100455,66,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",8922220,80,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
4017,62,False,9,2,79,2019-09-13,155017,0,0,4,0.0689,0.878,0.699,0.00219,0.0753,-5.035,0.0464,0.78,102.01,Loredana,MERO,778240,77,['kosovan pop'],1410756,72,['german hip hop']
4018,65,False,1,2,79,2019-09-06,155017,0,0,4,0.0689,0.878,0.699,0.00219,0.0753,-5.035,0.0464,0.78,102.01,Loredana,MERO,778240,77,['kosovan pop'],1410756,72,['german hip hop']
4019,60,True,1,2,79,2019-02-08,172320,10,0,4,0.387,0.73,0.725,0.0,0.153,-4.889,0.318,0.625,79.648,Eno,MERO,582123,70,['german hip hop'],1410756,72,['german hip hop']
4020,60,True,1,2,79,2019-02-08,172320,10,0,4,0.387,0.73,0.725,0.0,0.153,-4.889,0.318,0.625,79.648,Eno,MERO,736,36,[],1410756,72,['german hip hop']
4021,53,True,3,2,79,2019-05-03,173533,10,0,4,0.239,0.754,0.505,0.0,0.175,-9.492,0.344,0.525,79.631,Eno,MERO,582123,70,['german hip hop'],1410756,72,['german hip hop']
4022,53,True,3,2,79,2019-05-03,173533,10,0,4,0.239,0.754,0.505,0.0,0.175,-9.492,0.344,0.525,79.631,Eno,MERO,736,36,[],1410756,72,['german hip hop']
4023,62,True,1,2,79,2019-11-07,154132,11,0,4,0.325,0.765,0.858,0.0,0.0786,-4.823,0.317,0.871,90.08,BRADO,MERO,41131,57,['german hip hop'],1410756,72,['german hip hop']
4024,55,False,6,2,79,2019-09-13,151099,10,0,4,0.125,0.675,0.517,0.000236,0.121,-8.493,0.187,0.453,101.945,Loredana,Miksu / Macloud,778240,77,['kosovan pop'],948,65,[]
4025,51,False,7,2,79,2019-09-13,175030,10,0,4,0.0977,0.828,0.478,0.0,0.0782,-8.253,0.0974,0.57,144.153,Loredana,Getinjo,778240,77,['kosovan pop'],26529,44,"['albanian hip hop', 'albanian pop', 'kosovan pop']"
4026,75,False,1,3,79,2017-02-24,208162,9,0,4,0.0744,0.684,0.823,0.0,0.111,-3.297,0.0773,0.647,91.048,Enrique Iglesias,Descemer Bueno,9281109,79,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",30940,68,"['cubaton', 'latin']"
4027,72,False,1,2,79,2016-04-18,200813,8,0,4,0.0786,0.724,0.904,0.0,0.226,-3.354,0.0966,0.846,90.999,Enrique Iglesias,Wisin,9281109,79,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",5451127,82,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
4028,68,False,7,2,78,2017-01-20,221026,5,0,4,0.204,0.685,0.731,0.0,0.0722,-5.119,0.093,0.786,177.912,Nicky Jam,Wisin,11493557,89,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",5451127,82,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
4029,66,False,1,2,79,2017-09-08,210773,1,0,4,0.182,0.813,0.876,0.0,0.394,-4.278,0.172,0.746,94.987,Yandel,Wisin,4195159,78,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",5451127,82,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
4030,56,False,1,2,79,2018-04-27,180625,11,0,5,0.185,0.716,0.972,0.0,0.198,-1.131,0.319,0.602,127.887,IZA,Rincon Sapiência,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",211107,57,"['afrofuturismo brasileiro', 'baile pop', 'brazilian hip hop', 'trap brasileiro']"
4031,60,False,1,2,79,2018-03-23,180625,11,0,5,0.185,0.716,0.972,0.0,0.198,-1.131,0.319,0.602,127.887,IZA,Rincon Sapiência,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",211107,57,"['afrofuturismo brasileiro', 'baile pop', 'brazilian hip hop', 'trap brasileiro']"
4032,67,False,1,3,79,2019-11-08,127075,11,1,4,0.125,0.69,0.707,3.36e-06,0.237,-4.783,0.276,0.681,103.909,IZA,Ciara,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",4305074,74,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
4033,59,False,3,2,79,2018-04-27,199200,11,1,4,0.19,0.741,0.786,0.0,0.393,-3.933,0.227,0.776,75.014,IZA,Marcelo Falcão,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",53937,57,['brazilian reggae']
4034,61,False,1,2,79,2017-10-05,199200,11,1,4,0.192,0.74,0.791,0.0,0.35,-3.915,0.239,0.744,75.017,IZA,Marcelo Falcão,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",53937,57,['brazilian reggae']
4035,51,False,2,2,79,2018-04-27,204375,5,0,4,0.143,0.88,0.81,1.95e-06,0.0824,-3.33,0.0791,0.636,127.987,IZA,Ruxell,1973707,71,"['afrofuturismo brasileiro', 'baile pop', 'pop nacional', 'r&b brasileiro']",6127,50,[]
4036,59,True,1,4,79,2019-07-19,203570,1,1,4,0.0243,0.919,0.538,0.0415,0.0956,-6.15,0.241,0.597,124.952,XXXTENTACION,Ky-Mani Marley,19142628,92,"['emo rap', 'miami hip hop']",245866,63,"['modern reggae', 'reggae', 'reggae fusion', 'roots reggae']"
4037,69,False,8,2,79,2015-10-23,197840,1,0,4,0.0724,0.827,0.646,0.0,0.247,-4.727,0.0766,0.512,92.057,Farruko,Ky-Mani Marley,7313772,91,"['latin', 'reggaeton', 'trap latino', 'tropical']",245866,63,"['modern reggae', 'reggae', 'reggae fusion', 'roots reggae']"
4038,68,False,14,4,79,2018-03-16,192229,2,0,4,0.118,0.767,0.561,0.0,0.0737,-7.418,0.0509,0.542,90.021,XXXTENTACION,Rio Santana,19142628,92,"['emo rap', 'miami hip hop']",4069,55,[]
4039,70,True,8,2,79,2018-03-16,176590,10,0,4,0.274,0.562,0.579,0.0,0.102,-6.788,0.484,0.577,84.143,XXXTENTACION,Joey Bada$$,19142628,92,"['emo rap', 'miami hip hop']",1693167,74,"['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
4040,69,True,11,2,79,2018-03-16,130403,1,0,4,0.0636,0.774,0.507,0.0,0.138,-6.952,0.065,0.508,140.067,XXXTENTACION,Matt Ox,19142628,92,"['emo rap', 'miami hip hop']",189304,61,"['melodic rap', 'underground hip hop', 'vapor trap']"
4041,59,True,1,2,79,2019-08-20,157293,1,1,4,0.0287,0.783,0.522,4.13e-05,0.127,-6.229,0.39,0.235,145.127,XXXTENTACION,Rico Nasty,19142628,92,"['emo rap', 'miami hip hop']",382660,70,"['dmv rap', 'escape room', 'pop rap', 'trap queen']"
4042,68,True,1,2,78,2019-07-11,172048,1,1,4,0.0114,0.806,0.76,3.11e-05,0.126,-4.69,0.0465,0.554,101.965,French Montana,City Girls,3425025,82,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",705016,73,"['pop', 'pop rap', 'trap queen']"
4043,1,True,1,2,0,2017-12-15,222582,10,0,4,0.516,0.815,0.797,0.0,0.0969,-5.56,0.0567,0.924,105.015,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",125337,56,"['francoton', 'french hip hop', 'pop urbaine']"
4044,1,True,1,2,0,2017-12-15,222582,10,0,4,0.516,0.815,0.797,0.0,0.0969,-5.56,0.0567,0.924,105.015,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",266,0,[]
4045,61,True,9,2,79,2018-07-20,219628,10,0,4,0.396,0.792,0.816,0.0,0.0937,-6.207,0.065,0.855,105.002,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",125337,56,"['francoton', 'french hip hop', 'pop urbaine']"
4046,61,True,9,2,79,2018-07-20,219628,10,0,4,0.396,0.792,0.816,0.0,0.0937,-6.207,0.065,0.855,105.002,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",266,0,[]
4047,30,True,9,2,1,2018-06-01,219626,10,0,4,0.378,0.794,0.825,0.0,0.0915,-6.27,0.0663,0.86,104.999,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",125337,56,"['francoton', 'french hip hop', 'pop urbaine']"
4048,30,True,9,2,1,2018-06-01,219626,10,0,4,0.378,0.794,0.825,0.0,0.0915,-6.27,0.0663,0.86,104.999,Vegedream,Dj Leska,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",266,0,[]
4049,56,True,1,2,79,2019-08-08,178997,0,1,4,0.26,0.865,0.716,0.0,0.309,-6.885,0.0703,0.797,120.078,Naza,Dj Leska,592756,70,"['francoton', 'french hip hop', 'pop urbaine']",125337,56,"['francoton', 'french hip hop', 'pop urbaine']"
4050,56,True,1,2,79,2019-08-08,178997,0,1,4,0.26,0.865,0.716,0.0,0.309,-6.885,0.0703,0.797,120.078,Naza,Dj Leska,592756,70,"['francoton', 'french hip hop', 'pop urbaine']",266,0,[]
4051,43,False,1,2,79,2019-03-15,230000,1,0,5,0.385,0.604,0.703,0.0,0.113,-6.846,0.0595,0.337,113.295,Vegedream,Joe Dwet File,914632,67,"['francoton', 'french hip hop', 'pop urbaine']",131290,61,"['francoton', 'pop urbaine']"
4052,0,True,1,2,0,2018-01-12,175643,5,0,4,0.221,0.916,0.464,0.0,0.137,-8.497,0.468,0.712,136.057,Dosseh,Sadek,535734,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",715982,61,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
4053,42,True,11,2,3,2019-01-18,199040,11,0,4,0.0986,0.763,0.687,0.0,0.144,-4.686,0.241,0.566,109.991,DA Uzi,Sadek,235284,75,"['french hip hop', 'pop urbaine', 'rap francais']",715982,61,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
4054,36,True,1,3,78,2018-10-05,237400,5,0,4,0.452,0.802,0.531,0.0,0.109,-9.209,0.326,0.359,130.017,Q.E Favelas,Sadek,158316,45,"['french hip hop', 'pop urbaine', 'rap francais']",715982,61,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
4055,63,True,9,2,79,2019-07-12,224186,7,0,4,0.257,0.877,0.568,0.0,0.173,-8.145,0.287,0.553,124.076,Dosseh,Bramsito,535734,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",213059,59,"['francoton', 'french hip hop', 'pop urbaine']"
4056,28,True,14,4,79,2018-07-06,241226,5,0,4,0.398,0.818,0.642,0.0,0.0792,-6.113,0.414,0.658,126.08,Dosseh,Votourious,535734,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",31,19,[]
4057,38,True,10,2,79,2018-07-06,211133,10,0,4,0.177,0.755,0.728,0.0,0.118,-6.607,0.351,0.708,126.078,Dosseh,Vegedream,535734,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",914632,67,"['francoton', 'french hip hop', 'pop urbaine']"
4058,51,True,8,2,79,2019-11-01,266981,2,0,4,0.421,0.843,0.805,0.0,0.153,-6.748,0.0449,0.924,125.987,RAF Camora,Ghetto Phénomène,1140736,80,['german hip hop'],186275,55,"['pop urbaine', 'rap marseille']"
4059,45,True,2,2,79,2019-10-11,266981,2,0,4,0.439,0.842,0.803,0.0,0.156,-6.751,0.0442,0.925,125.988,RAF Camora,Ghetto Phénomène,1140736,80,['german hip hop'],186275,55,"['pop urbaine', 'rap marseille']"
4060,65,False,1,3,3,2018-11-16,213945,11,0,4,0.639,0.604,0.765,0.0,0.0938,-6.75,0.434,0.773,118.257,RAF Camora,AriBeatz,1140736,80,['german hip hop'],6760,55,['german hip hop']
4061,52,False,11,2,79,2019-11-01,222367,7,0,4,0.416,0.76,0.651,0.00138,0.126,-7.34,0.0451,0.262,108.992,RAF Camora,Gallo Nero,1140736,80,['german hip hop'],12147,57,['german hip hop']
4062,55,True,6,2,79,2017-08-25,243373,9,0,4,0.382,0.523,0.652,1.95e-06,0.591,-6.519,0.204,0.486,150.065,RAF Camora,Gentleman,1140736,80,['german hip hop'],354245,61,"['german reggae', 'reggae fusion']"
4063,61,False,2,2,79,2017-11-24,198733,5,0,4,0.231,0.789,0.727,0.0,0.176,-5.464,0.0467,0.871,97.461,Michael Patrick Kelly,Gentleman,148074,55,['german pop'],354245,61,"['german reggae', 'reggae fusion']"
4064,16,False,2,2,0,2017-06-16,198733,5,0,4,0.231,0.789,0.727,0.0,0.176,-5.464,0.0467,0.871,97.461,Michael Patrick Kelly,Gentleman,148074,55,['german pop'],354245,61,"['german reggae', 'reggae fusion']"
4065,48,False,1,2,79,2018-04-12,190773,9,0,4,0.408,0.712,0.808,2.69e-06,0.125,-6.601,0.0976,0.858,101.027,Mark Forster,Gentleman,1482590,68,['german pop'],354245,61,"['german reggae', 'reggae fusion']"
4066,68,False,1,9,79,2017-08-12,471767,8,1,4,0.703,0.61,0.641,0.0,0.183,-9.841,0.189,0.802,93.725,Delacruz,Maria,278938,70,"['brazilian hip hop', 'pop nacional']",22094,62,"['baile pop', 'pop nacional']"
4067,78,False,1,2,79,2017-08-25,278179,4,0,4,0.422,0.658,0.294,5.2e-05,0.0749,-8.533,0.0321,0.358,74.038,Daniel Caesar,Kali Uchis,1881657,79,"['canadian contemporary r&b', 'pop']",890924,77,"['colombian pop', 'pop']"
4068,68,False,3,2,79,2019-06-28,214277,5,1,4,0.41,0.553,0.441,2.57e-06,0.107,-6.411,0.0918,0.525,76.988,Daniel Caesar,Brandy,1881657,79,"['canadian contemporary r&b', 'pop']",1616808,69,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
4069,61,True,8,2,79,2017-08-25,226116,6,1,4,0.708,0.395,0.409,1.62e-05,0.0982,-8.58,0.056,0.193,74.088,Daniel Caesar,Syd,1881657,79,"['canadian contemporary r&b', 'pop']",301920,69,"['alternative r&b', 'escape room', 'indie r&b', 'lgbtq+ hip hop']"
4070,67,True,11,2,79,2017-04-14,254200,1,1,4,0.138,0.568,0.619,1.67e-06,0.11,-6.899,0.414,0.293,170.115,Kendrick Lamar,U2,14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",6634123,81,"['irish rock', 'permanent wave', 'rock']"
4071,80,True,10,2,79,2017-04-14,213400,10,1,4,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,0.779,126.058,Kendrick Lamar,Zacari,14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",51902,68,['gqom']
4072,67,True,8,2,3,2012,350120,2,1,4,0.0538,0.487,0.729,4.07e-06,0.44,-6.815,0.271,0.217,91.048,Kendrick Lamar,MC Eiht,14442646,88,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",198813,62,"['g funk', 'gangster rap', 'west coast rap']"
4073,40,True,13,2,79,2019-05-03,215493,4,0,4,0.359,0.689,0.443,0.00148,0.0638,-9.239,0.184,0.407,196.065,Eno,Noah,582123,70,['german hip hop'],86287,59,['german hip hop']
4074,40,True,13,2,79,2019-05-03,215493,4,0,4,0.359,0.689,0.443,0.00148,0.0638,-9.239,0.184,0.407,196.065,Eno,Noah,736,36,[],86287,59,['german hip hop']
4075,45,True,1,2,79,2019-04-19,215493,4,0,4,0.351,0.68,0.447,0.00209,0.0577,-9.274,0.14,0.456,195.984,Eno,Noah,582123,70,['german hip hop'],86287,59,['german hip hop']
4076,45,True,1,2,79,2019-04-19,215493,4,0,4,0.351,0.68,0.447,0.00209,0.0577,-9.274,0.14,0.456,195.984,Eno,Noah,736,36,[],86287,59,['german hip hop']
4077,48,False,1,3,79,2019-10-11,162933,0,0,4,0.272,0.945,0.63,6.48e-05,0.136,-7.398,0.0715,0.399,109.937,Remoe,Noah,29930,52,['german hip hop'],86287,59,['german hip hop']
4078,0,True,1,2,0,2017-05-26,219428,9,1,4,0.0911,0.785,0.669,0.0,0.091,-5.803,0.0926,0.258,140.013,Eno,Dardan,582123,70,['german hip hop'],649678,75,"['albanian hip hop', 'german hip hop']"
4079,0,True,1,2,0,2017-05-26,219428,9,1,4,0.0911,0.785,0.669,0.0,0.091,-5.803,0.0926,0.258,140.013,Eno,Dardan,736,36,[],649678,75,"['albanian hip hop', 'german hip hop']"
4080,42,False,1,3,4,2018-08-31,202100,9,0,4,0.0986,0.77,0.81,0.0,0.25,-6.95,0.0615,0.405,110.034,Rooz,Dardan,7223,48,['german hip hop'],649678,75,"['albanian hip hop', 'german hip hop']"
4081,45,True,1,2,79,2019-03-01,184582,10,0,4,0.0553,0.813,0.683,0.0,0.395,-6.006,0.258,0.61,106.582,Bausa,Dardan,814835,73,"['german hip hop', 'german pop']",649678,75,"['albanian hip hop', 'german hip hop']"
4082,59,False,1,2,79,2019-12-06,170000,5,0,4,0.122,0.838,0.616,0.0,0.0455,-6.336,0.158,0.868,96.011,Pietro Lombardi,Dardan,234240,70,['german pop'],649678,75,"['albanian hip hop', 'german hip hop']"
4083,50,True,1,2,79,2019-10-24,186000,10,1,4,0.0865,0.816,0.842,2.31e-06,0.0941,-5.24,0.194,0.548,130.021,Patron,Dardan,5585,46,['german hip hop'],649678,75,"['albanian hip hop', 'german hip hop']"
4084,44,True,1,2,79,2019-01-22,220500,6,1,4,0.34,0.77,0.744,0.0,0.111,-6.994,0.165,0.788,77.504,Eno,Anıl Piyancı,582123,70,['german hip hop'],589083,67,"['turkish hip hop', 'turkish trap']"
4085,44,True,1,2,79,2019-01-22,220500,6,1,4,0.34,0.77,0.744,0.0,0.111,-6.994,0.165,0.788,77.504,Eno,Anıl Piyancı,736,36,[],589083,67,"['turkish hip hop', 'turkish trap']"
4086,45,True,1,2,77,2018-09-14,160714,0,1,4,0.125,0.768,0.921,0.0,0.266,-4.997,0.143,0.527,111.994,Eno,Raschid Moussa,582123,70,['german hip hop'],167,33,[]
4087,45,True,1,2,77,2018-09-14,160714,0,1,4,0.125,0.768,0.921,0.0,0.266,-4.997,0.143,0.527,111.994,Eno,Raschid Moussa,736,36,[],167,33,[]
4088,61,True,14,2,79,2018-04-06,157506,1,1,4,0.151,0.705,0.579,0.0,0.107,-6.813,0.29,0.327,103.077,Lefa,Lomepal,292111,64,"['francoton', 'french hip hop', 'pop urbaine', 'rap calme', 'rap conscient', 'rap francais']",915380,72,"['french hip hop', 'new french touch', 'rap conscient']"
4089,56,True,13,2,3,2019-10-18,178000,8,1,4,0.222,0.782,0.859,0.0,0.117,-7.124,0.396,0.494,77.52,Lefa,Dosseh,292111,64,"['francoton', 'french hip hop', 'pop urbaine', 'rap calme', 'rap conscient', 'rap francais']",535734,68,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
4090,52,True,12,2,79,2018-11-29,187906,6,0,4,0.262,0.774,0.575,0.0,0.0846,-8.641,0.0891,0.377,137.016,Maes,Zed,716751,79,"['french hip hop', 'pop urbaine']",45,39,[]
4091,38,False,1,2,79,2017-07-28,174545,7,1,4,0.389,0.637,0.682,0.0,0.105,-3.684,0.0436,0.546,98.972,VINAI,Anjulie,366910,61,"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce international', 'progressive electro house']",17070,64,['canadian pop']
4092,23,False,1,2,7,2017-03-17,194253,6,0,4,0.01,0.679,0.887,2.13e-06,0.0607,-4.285,0.15,0.4,114.824,Leroy Styles,Anjulie,4728,31,['dutch edm'],17070,64,['canadian pop']
